"Status","Year","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Office of Rail and Road","Policy","10","[c]","49180","43500"
"New entrant CS","2022","Office of Rail and Road","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","Operational Delivery","215","[c]","22050","20970"
"New entrant CS","2022","Office of the Scottish Charity Regulator","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Policy","5","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","Operational Delivery","25","[c]","21570","21520"
"New entrant CS","2022","Planning Inspectorate","Other","30","[c]","35950","32780"
"New entrant CS","2022","Planning Inspectorate","Planning Inspectors","20","[c]","41440","41020"
"New entrant CS","2022","Public Health England","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","Knowledge and Information Management","45","[c]","34390","30460"
"New entrant CS","2022","Public Health England","Medicine","20","[c]","84450","87210"
"New entrant CS","2022","Public Health England","Operational Delivery","145","[c]","37160","32330"
"New entrant CS","2022","Public Health England","Science and Engineering","40","[c]","36270","36330"
"New entrant CS","2022","Queen Elizabeth II Centre","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Queen Elizabeth II Centre","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Queen Elizabeth II Centre","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Queen Elizabeth II Centre","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","Registers of Scotland","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Registers of Scotland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Registers of Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Registers of Scotland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Registers of Scotland","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Registers of Scotland","Operational Delivery","45","[c]","25050","22780"
"New entrant CS","2022","Registers of Scotland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Revenue Scotland","Unknown","35","[c]","33690","29480"
"New entrant CS","2022","Royal Fleet Auxiliary","Other","155","[c]","20590","16190"
"New entrant CS","2022","Rural Payments Agency","Operational Delivery","535","[c]","21740","21300"
"New entrant CS","2022","Rural Payments Agency","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Courts and Tribunals Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Courts and Tribunals Service","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Courts and Tribunals Service","Finance","15","[c]","32350","28300"
"New entrant CS","2022","Scottish Courts and Tribunals Service","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Courts and Tribunals Service","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Courts and Tribunals Service","Operational Delivery","260","[c]","22160","22000"
"New entrant CS","2022","Scottish Courts and Tribunals Service","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Courts and Tribunals Service","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Fiscal Commission","Unknown","10","[c]","37530","31540"
"New entrant CS","2022","Scottish Government (excl. agencies)","Unknown","1450","[c]","35110","31540"
"New entrant CS","2022","Scottish Housing Regulator","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Prison Service","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Prison Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Prison Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Prison Service","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Prison Service","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Prison Service","Operational Delivery","315","[c]","22370","21640"
"New entrant CS","2022","Scottish Prison Service","Other","50","[c]","24850","21640"
"New entrant CS","2022","Scottish Prison Service","Psychology","10","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Public Pensions Agency","Unknown","55","[c]","25580","24400"
"New entrant CS","2022","Serious Fraud Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Serious Fraud Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Serious Fraud Office","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Serious Fraud Office","Counter Fraud","10","[c]","32510","26090"
"New entrant CS","2022","Serious Fraud Office","Digital, Data and Technology","10","[c]","36530","40170"
"New entrant CS","2022","Serious Fraud Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Serious Fraud Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Serious Fraud Office","Legal","5","[c]","[c]","[c]"
"New entrant CS","2022","Serious Fraud Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Serious Fraud Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Serious Fraud Office","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Security Scotland","Unknown","1395","[c]","27260","27230"
"New entrant CS","2022","Standards and Testing Agency","Policy","15","[c]","32010","31120"
"New entrant CS","2022","Student Awards Agency for Scotland","Unknown","40","[c]","26490","21050"
"New entrant CS","2022","Submarine Delivery Agency","Commercial","25","[c]","33640","31500"
"New entrant CS","2022","Submarine Delivery Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","Digital, Data and Technology","10","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","Knowledge and Information Management","10","[c]","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","Operational Delivery","25","[c]","27560","26000"
"New entrant CS","2022","Submarine Delivery Agency","Project Delivery","60","[c]","40190","38500"
"New entrant CS","2022","Submarine Delivery Agency","Science and Engineering","95","[c]","35040","32000"
"New entrant CS","2022","Submarine Delivery Agency","Security","5","[c]","[c]","[c]"
"New entrant CS","2022","Teaching Regulation Agency","Policy","25","[c]","24430","25000"
"New entrant CS","2022","The Insolvency Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Counter Fraud","5","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Operational Delivery","40","[c]","23170","21130"
"New entrant CS","2022","The Insolvency Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Digital, Data and Technology","25","[c]","37580","38500"
"New entrant CS","2022","The National Archives","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Knowledge and Information Management","10","[c]","29500","28500"
"New entrant CS","2022","The National Archives","Operational Delivery","30","[c]","22410","20340"
"New entrant CS","2022","The National Archives","Other","15","[c]","36080","33000"
"New entrant CS","2022","The National Archives","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The National Archives","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Transport Scotland","Unknown","55","[c]","35420","31540"
"New entrant CS","2022","UK Debt Management Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Debt Management Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Debt Management Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Debt Management Office","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Debt Management Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Debt Management Office","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Debt Management Office","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","UK Debt Management Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Communications","10","[c]","39100","34610"
"New entrant CS","2022","UK Export Finance","Digital, Data and Technology","10","[c]","50450","44630"
"New entrant CS","2022","UK Export Finance","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Legal","10","[c]","55670","67000"
"New entrant CS","2022","UK Export Finance","Operational Delivery","65","[c]","40370","36000"
"New entrant CS","2022","UK Export Finance","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Health Security Agency","Commercial","30","[c]","51080","40360"
"New entrant CS","2022","UK Health Security Agency","Communications","15","[c]","35680","32330"
"New entrant CS","2022","UK Health Security Agency","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Health Security Agency","Digital, Data and Technology","30","[c]","31450","31400"
"New entrant CS","2022","UK Health Security Agency","Finance","20","[c]","44770","45670"
"New entrant CS","2022","UK Health Security Agency","Human Resources","125","[c]","41300","36330"
"New entrant CS","2022","UK Health Security Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Health Security Agency","Medicine","45","[c]","69580","80270"
"New entrant CS","2022","UK Health Security Agency","Operational Delivery","1390","[c]","36350","32330"
"New entrant CS","2022","UK Health Security Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Health Security Agency","Science and Engineering","410","[c]","33570","32310"
"New entrant CS","2022","UK Health Security Agency","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Hydrographic Office","Commercial","10","[c]","[c]","[c]"
"New entrant CS","2022","UK Hydrographic Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Hydrographic Office","Digital, Data and Technology","15","[c]","34590","33290"
