"Status","Year","Age","Function_of_post","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","20-29","Communications","Communications","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Communications","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Communications","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","Counter Fraud","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","Counter Fraud","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","Counter Fraud","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Debt","Other","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Debt","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Debt","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Digital, Data and Technology","Heterosexual / straight","85","[c]","33130","32870"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Digital, Data and Technology","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Digital, Data and Technology","Undeclared","35","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Digital, Data and Technology","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Finance","Heterosexual / straight","50","[c]","32960","30750"
"Leaver Dept.","2022","20-29","Finance","Finance","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Finance","Undeclared","40","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Finance","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Grants Management","Operational Delivery","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Grants Management","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Grants Management","Operational Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","Human Resources","Heterosexual / straight","115","[c]","30570","29360"
"Leaver Dept.","2022","20-29","Human Resources","Human Resources","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","Human Resources","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","Human Resources","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","Operational Delivery","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","Unknown","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Human Resources","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Internal Audit","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Internal Audit","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","Operational Delivery","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","Other","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Commercial","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Finance","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","International Trade","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","International Trade","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","International Trade","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Knowledge and Information Management","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Medicine","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Operational Delivery","Heterosexual / straight","1445","[c]","27710","27570"
"Leaver Dept.","2022","20-29","No function","Operational Delivery","LGBO","190","[c]","27620","27570"
"Leaver Dept.","2022","20-29","No function","Operational Delivery","Undeclared","200","[c]","27930","27570"
"Leaver Dept.","2022","20-29","No function","Operational Delivery","Unknown","295","[c]","26730","24440"
"Leaver Dept.","2022","20-29","No function","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Other","Heterosexual / straight","105","[c]","27760","27570"
"Leaver Dept.","2022","20-29","No function","Other","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Other","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Other","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Planning","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Policy","Heterosexual / straight","455","[c]","36550","34020"
"Leaver Dept.","2022","20-29","No function","Policy","LGBO","80","[c]","38220","34020"
"Leaver Dept.","2022","20-29","No function","Policy","Undeclared","160","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Policy","Unknown","85","[c]","37230","34020"
"Leaver Dept.","2022","20-29","No function","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Science and Engineering","Heterosexual / straight","370","[c]","28580","28590"
"Leaver Dept.","2022","20-29","No function","Science and Engineering","LGBO","45","[c]","30250","28590"
"Leaver Dept.","2022","20-29","No function","Science and Engineering","Undeclared","40","[c]","28070","26880"
"Leaver Dept.","2022","20-29","No function","Science and Engineering","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Unknown","Heterosexual / straight","290","[c]","37800","34550"
"Leaver Dept.","2022","20-29","No function","Unknown","LGBO","55","[c]","37220","34710"
"Leaver Dept.","2022","20-29","No function","Unknown","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","No function","Unknown","Unknown","550","[c]","33380","32000"
"Leaver Dept.","2022","20-29","Project Delivery","Commercial","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Project Delivery","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
