"Status","Year","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","EO","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","EO","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","G6/G7","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","SEO/HEO","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","SEO/HEO","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","AA/AO","AO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","AA/AO","AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","EO","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","SEO/HEO","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","SEO/HEO","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Companies House","SEO/HEO","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","AA/AO","AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","G6/G7","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","G6/G7","G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","G6/G7","G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","SEO/HEO","HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","SEO/HEO","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","SEO/HEO","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Criminal Injuries Compensation Authority","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","AA/AO","AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","EO","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","EO","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","G6/G7","G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","G6/G7","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","SEO/HEO","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","SEO/HEO","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","SEO/HEO","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","SEO/HEO","SEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","AA/AO","AO","Female","40","[c]","22460","23230"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","AA/AO","AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","EO","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","SEO/HEO","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","SEO/HEO","SEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","SEO/HEO","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","AA/AO","AO","Female","105","[c]","22180","22200"
"Leaver CS","2022","Crown Prosecution Service","AA/AO","AO","Male","35","[c]","22210","22200"
"Leaver CS","2022","Crown Prosecution Service","EO","EO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","EO","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","G6/G7","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","G6/G7","G7","Female","85","[c]","56800","55610"
"Leaver CS","2022","Crown Prosecution Service","G6/G7","G7","Male","75","[c]","56820","55000"
"Leaver CS","2022","Crown Prosecution Service","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","SEO/HEO","HEO","Female","35","[c]","36550","38000"
"Leaver CS","2022","Crown Prosecution Service","SEO/HEO","HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","EO","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","EO","EO","Female","115","[c]","21900","21120"
"Leaver CS","2022","Defence Equipment and Support","EO","EO","Male","205","[c]","21600","20480"
"Leaver CS","2022","Defence Equipment and Support","G6/G7","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","G6/G7","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","G6/G7","G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","G6/G7","G7","Male","50","[c]","54330","54180"
"Leaver CS","2022","Defence Equipment and Support","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","SEO/HEO","HEO","Female","75","[c]","28990","29550"
"Leaver CS","2022","Defence Equipment and Support","SEO/HEO","HEO","Male","190","[c]","31040","31000"
"Leaver CS","2022","Defence Equipment and Support","SEO/HEO","SEO","Female","45","[c]","39950","40000"
"Leaver CS","2022","Defence Equipment and Support","SEO/HEO","SEO","Male","160","[c]","41870","41280"
"Leaver CS","2022","Defence Science and Technology Laboratory","AA/AO","AA","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","AA/AO","AA","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","AA/AO","AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","AA/AO","AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","EO","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","EO","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","G6/G7","G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","G6/G7","G7","Male","65","[c]","51630","48590"
"Leaver CS","2022","Defence Science and Technology Laboratory","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","SEO/HEO","HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","SEO/HEO","HEO","Male","65","[c]","29870","29230"
"Leaver CS","2022","Defence Science and Technology Laboratory","SEO/HEO","SEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","SEO/HEO","SEO","Male","40","[c]","38670","38070"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G6","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G7","Female","45","[c]","53470","53380"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G7","Male","55","[c]","54280","53600"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","HEO","Female","30","[c]","32940","33570"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","HEO","Male","30","[c]","33360","33570"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","SEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","SEO","Male","30","[c]","40690","40050"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","AA/AO","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","EO","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","EO","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","G6/G7","G6","Male","5","[c]","[c]","[c]"
