"Status","Year","Region_ITL1","Region_ITL3","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","East of England","Norwich and East Norfolk","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Norwich and East Norfolk","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Norwich and East Norfolk","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Norwich and East Norfolk","Unknown","Female","115","[c]","22540","19650"
"New entrant CS","2022","East of England","Norwich and East Norfolk","Unknown","Male","75","[c]","23620","18870"
"New entrant CS","2022","East of England","Peterborough","AA/AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Peterborough","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Peterborough","EO","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Peterborough","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Peterborough","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Peterborough","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Peterborough","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Peterborough","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Peterborough","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Peterborough","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Peterborough","Unknown","Female","45","[c]","29430","26650"
"New entrant CS","2022","East of England","Peterborough","Unknown","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Southend-on-Sea","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Southend-on-Sea","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Southend-on-Sea","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Southend-on-Sea","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Southend-on-Sea","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Southend-on-Sea","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Southend-on-Sea","Unknown","Female","50","[c]","28890","26310"
"New entrant CS","2022","East of England","Southend-on-Sea","Unknown","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Suffolk CC","AA/AO","Female","130","[c]","21930","21260"
"New entrant CS","2022","East of England","Suffolk CC","AA/AO","Male","155","[c]","23080","21510"
"New entrant CS","2022","East of England","Suffolk CC","EO","Female","60","[c]","26170","26350"
"New entrant CS","2022","East of England","Suffolk CC","EO","Male","35","[c]","26250","26240"
"New entrant CS","2022","East of England","Suffolk CC","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Suffolk CC","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Suffolk CC","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Suffolk CC","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Suffolk CC","SEO/HEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Suffolk CC","SEO/HEO","Male","40","[c]","34940","33000"
"New entrant CS","2022","East of England","Suffolk CC","Unknown","Female","80","[c]","28700","24800"
"New entrant CS","2022","East of England","Suffolk CC","Unknown","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Thurrock","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Thurrock","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Thurrock","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Thurrock","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Thurrock","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Thurrock","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","West Essex","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","West Essex","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","East of England","West Essex","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","East of England","West Essex","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","East of England","West Essex","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","West Essex","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","West Essex","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","East of England","West Essex","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","West Essex","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","East of England","West Essex","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","London","Barking & Dagenham and Havering","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Barking & Dagenham and Havering","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Barking & Dagenham and Havering","EO","Female","35","[c]","30820","31060"
"New entrant CS","2022","London","Barking & Dagenham and Havering","EO","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","London","Barking & Dagenham and Havering","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Barking & Dagenham and Havering","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Barking & Dagenham and Havering","Unknown","Female","35","[c]","32180","28500"
"New entrant CS","2022","London","Barking & Dagenham and Havering","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","London","Barnet","AA/AO","Female","55","[c]","24070","23780"
"New entrant CS","2022","London","Barnet","AA/AO","Male","35","[c]","23650","23780"
"New entrant CS","2022","London","Barnet","EO","Female","95","[c]","28400","26880"
"New entrant CS","2022","London","Barnet","EO","Male","50","[c]","28380","26880"
"New entrant CS","2022","London","Barnet","G6/G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","London","Barnet","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","London","Barnet","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Barnet","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Barnet","SEO/HEO","Female","55","[c]","35800","32330"
"New entrant CS","2022","London","Barnet","SEO/HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","London","Barnet","Unknown","Female","40","[c]","30800","27980"
"New entrant CS","2022","London","Barnet","Unknown","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","London","Bexley and Greenwich","AA/AO","Female","95","[c]","26350","24590"
"New entrant CS","2022","London","Bexley and Greenwich","AA/AO","Male","80","[c]","28360","29020"
"New entrant CS","2022","London","Bexley and Greenwich","EO","Female","40","[c]","30520","31060"
"New entrant CS","2022","London","Bexley and Greenwich","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","London","Bexley and Greenwich","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Bexley and Greenwich","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Bexley and Greenwich","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","London","Bexley and Greenwich","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","London","Bexley and Greenwich","Unknown","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","London","Bexley and Greenwich","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Brent","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","London","Brent","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Brent","EO","Female","30","[c]","30790","31060"
"New entrant CS","2022","London","Brent","EO","Male","30","[c]","30230","31060"
"New entrant CS","2022","London","Brent","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Brent","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Brent","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","London","Brent","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","London","Brent","Unknown","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","London","Brent","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","London","Bromley","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","London","Bromley","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Bromley","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","London","Bromley","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","London","Bromley","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Bromley","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Bromley","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","London","Bromley","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Bromley","Unknown","Female","70","[c]","32140","30200"
"New entrant CS","2022","London","Bromley","Unknown","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","London","Camden and City of London","AA/AO","Female","40","[c]","23560","23720"
"New entrant CS","2022","London","Camden and City of London","AA/AO","Male","35","[c]","24550","23720"
"New entrant CS","2022","London","Camden and City of London","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","London","Camden and City of London","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","London","Camden and City of London","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","London","Camden and City of London","G6/G7","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","London","Camden and City of London","SEO/HEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","London","Camden and City of London","SEO/HEO","Male","35","[c]","39850","39720"
"New entrant CS","2022","London","Camden and City of London","Unknown","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","London","Camden and City of London","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","London","Croydon","AA/AO","Female","90","[c]","24170","25110"
"New entrant CS","2022","London","Croydon","AA/AO","Male","40","[c]","24160","25330"
"New entrant CS","2022","London","Croydon","EO","Female","210","[c]","29420","28650"
"New entrant CS","2022","London","Croydon","EO","Male","160","[c]","29790","30600"
"New entrant CS","2022","London","Croydon","G6/G7","Female","30","[c]","62120","59270"
"New entrant CS","2022","London","Croydon","G6/G7","Male","45","[c]","63920","61930"
"New entrant CS","2022","London","Croydon","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Croydon","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Croydon","SEO/HEO","Female","140","[c]","37770","37610"
"New entrant CS","2022","London","Croydon","SEO/HEO","Male","140","[c]","37470","37610"
"New entrant CS","2022","London","Croydon","Unknown","Female","30","[c]","31400","27980"
"New entrant CS","2022","London","Croydon","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","London","Ealing","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Ealing","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Ealing","EO","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","London","Ealing","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","London","Ealing","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Ealing","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Ealing","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Ealing","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Ealing","Unknown","Female","30","[c]","[c]","[c]"
"New entrant CS","2022","London","Ealing","Unknown","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","London","Enfield","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Enfield","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Enfield","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","London","Enfield","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","London","Enfield","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Enfield","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Enfield","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Enfield","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Enfield","Unknown","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","London","Enfield","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Hackney and Newham","AA/AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","London","Hackney and Newham","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","London","Hackney and Newham","EO","Female","150","[c]","30740","30750"
"New entrant CS","2022","London","Hackney and Newham","EO","Male","115","[c]","30770","30750"
"New entrant CS","2022","London","Hackney and Newham","G6/G7","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","London","Hackney and Newham","G6/G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","London","Hackney and Newham","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Hackney and Newham","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Hackney and Newham","SEO/HEO","Female","80","[c]","38090","37610"
"New entrant CS","2022","London","Hackney and Newham","SEO/HEO","Male","110","[c]","38550","37610"
"New entrant CS","2022","London","Hackney and Newham","Unknown","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","London","Hackney and Newham","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","London","Haringey and Islington","AA/AO","Female","60","[c]","27640","30520"
"New entrant CS","2022","London","Haringey and Islington","AA/AO","Male","60","[c]","29000","30520"
"New entrant CS","2022","London","Haringey and Islington","EO","Female","45","[c]","30310","31060"
"New entrant CS","2022","London","Haringey and Islington","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","London","Haringey and Islington","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Haringey and Islington","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Haringey and Islington","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","London","Haringey and Islington","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","London","Haringey and Islington","Unknown","Female","75","[c]","32990","32090"
"New entrant CS","2022","London","Haringey and Islington","Unknown","Male","40","[c]","35760","34730"
"New entrant CS","2022","London","Harrow and Hillingdon","AA/AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","London","Harrow and Hillingdon","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","London","Harrow and Hillingdon","EO","Female","65","[c]","29470","30290"
"New entrant CS","2022","London","Harrow and Hillingdon","EO","Male","80","[c]","29570","28650"
"New entrant CS","2022","London","Harrow and Hillingdon","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Harrow and Hillingdon","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Harrow and Hillingdon","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","London","Harrow and Hillingdon","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","London","Harrow and Hillingdon","Unknown","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","London","Harrow and Hillingdon","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","London","Hounslow and Richmond upon Thames","AA/AO","Female","120","[c]","27200","31020"
"New entrant CS","2022","London","Hounslow and Richmond upon Thames","AA/AO","Male","75","[c]","27030","29020"
"New entrant CS","2022","London","Hounslow and Richmond upon Thames","EO","Female","70","[c]","28310","28650"
"New entrant CS","2022","London","Hounslow and Richmond upon Thames","EO","Male","65","[c]","28540","28650"
"New entrant CS","2022","London","Hounslow and Richmond upon Thames","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Hounslow and Richmond upon Thames","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","London","Hounslow and Richmond upon Thames","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Hounslow and Richmond upon Thames","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Hounslow and Richmond upon Thames","SEO/HEO","Female","50","[c]","36010","34260"
"New entrant CS","2022","London","Hounslow and Richmond upon Thames","SEO/HEO","Male","30","[c]","37110","35700"
"New entrant CS","2022","London","Hounslow and Richmond upon Thames","Unknown","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","London","Hounslow and Richmond upon Thames","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","London","Kensington & Chelsea and Hammersmith & Fulham","AA/AO","Female","50","[c]","28600","30520"
"New entrant CS","2022","London","Kensington & Chelsea and Hammersmith & Fulham","AA/AO","Male","60","[c]","29610","30520"
"New entrant CS","2022","London","Kensington & Chelsea and Hammersmith & Fulham","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","London","Kensington & Chelsea and Hammersmith & Fulham","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Kensington & Chelsea and Hammersmith & Fulham","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Kensington & Chelsea and Hammersmith & Fulham","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Kensington & Chelsea and Hammersmith & Fulham","Unknown","Female","30","[c]","[c]","[c]"
"New entrant CS","2022","London","Kensington & Chelsea and Hammersmith & Fulham","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","London","Lambeth","AA/AO","Female","55","[c]","25830","25110"
"New entrant CS","2022","London","Lambeth","AA/AO","Male","40","[c]","27730","29630"
"New entrant CS","2022","London","Lambeth","EO","Female","145","[c]","29590","28520"
"New entrant CS","2022","London","Lambeth","EO","Male","85","[c]","31210","31060"
"New entrant CS","2022","London","Lambeth","G6/G7","Female","50","[c]","58280","54230"
"New entrant CS","2022","London","Lambeth","G6/G7","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","London","Lambeth","SCS level","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","London","Lambeth","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","London","Lambeth","SEO/HEO","Female","165","[c]","37380","38680"
"New entrant CS","2022","London","Lambeth","SEO/HEO","Male","105","[c]","36710","36080"
"New entrant CS","2022","London","Lambeth","Unknown","Female","70","[c]","44310","36580"
"New entrant CS","2022","London","Lambeth","Unknown","Male","35","[c]","48270","36580"
"New entrant CS","2022","London","Lewisham and Southwark","AA/AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","London","Lewisham and Southwark","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","London","Lewisham and Southwark","EO","Female","55","[c]","29730","30590"
"New entrant CS","2022","London","Lewisham and Southwark","EO","Male","30","[c]","29620","30130"
"New entrant CS","2022","London","Lewisham and Southwark","G6/G7","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","London","Lewisham and Southwark","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","London","Lewisham and Southwark","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Lewisham and Southwark","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Lewisham and Southwark","SEO/HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","London","Lewisham and Southwark","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","London","Lewisham and Southwark","Unknown","Female","115","[c]","34300","33700"
"New entrant CS","2022","London","Lewisham and Southwark","Unknown","Male","45","[c]","35520","34100"
"New entrant CS","2022","London","Merton, Kingston upon Thames and Sutton","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","London","Merton, Kingston upon Thames and Sutton","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Merton, Kingston upon Thames and Sutton","EO","Female","30","[c]","[c]","[c]"
"New entrant CS","2022","London","Merton, Kingston upon Thames and Sutton","EO","Male","30","[c]","33420","31060"
"New entrant CS","2022","London","Merton, Kingston upon Thames and Sutton","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Merton, Kingston upon Thames and Sutton","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Merton, Kingston upon Thames and Sutton","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","London","Merton, Kingston upon Thames and Sutton","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Merton, Kingston upon Thames and Sutton","Unknown","Female","35","[c]","32620","28690"
"New entrant CS","2022","London","Merton, Kingston upon Thames and Sutton","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","London","Redbridge and Waltham Forest","AA/AO","Female","60","[c]","24690","25110"
"New entrant CS","2022","London","Redbridge and Waltham Forest","AA/AO","Male","35","[c]","24900","25110"
"New entrant CS","2022","London","Redbridge and Waltham Forest","EO","Female","40","[c]","30810","31060"
"New entrant CS","2022","London","Redbridge and Waltham Forest","EO","Male","35","[c]","29230","31060"
"New entrant CS","2022","London","Redbridge and Waltham Forest","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Redbridge and Waltham Forest","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Redbridge and Waltham Forest","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","London","Redbridge and Waltham Forest","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Redbridge and Waltham Forest","Unknown","Female","55","[c]","32470","30200"
"New entrant CS","2022","London","Redbridge and Waltham Forest","Unknown","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","London","Tower Hamlets","AA/AO","Female","55","[c]","22670","23540"
"New entrant CS","2022","London","Tower Hamlets","AA/AO","Male","55","[c]","22040","22770"
"New entrant CS","2022","London","Tower Hamlets","EO","Female","120","[c]","28080","27860"
"New entrant CS","2022","London","Tower Hamlets","EO","Male","95","[c]","27470","27140"
"New entrant CS","2022","London","Tower Hamlets","G6/G7","Female","85","[c]","58830","58000"
"New entrant CS","2022","London","Tower Hamlets","G6/G7","Male","115","[c]","61540","58320"
"New entrant CS","2022","London","Tower Hamlets","SCS level","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","London","Tower Hamlets","SCS level","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","London","Tower Hamlets","SEO/HEO","Female","175","[c]","36390","34550"
"New entrant CS","2022","London","Tower Hamlets","SEO/HEO","Male","120","[c]","36630","34550"
"New entrant CS","2022","London","Tower Hamlets","Unknown","Female","30","[c]","[c]","[c]"
"New entrant CS","2022","London","Tower Hamlets","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","London","Wandsworth","AA/AO","Female","60","[c]","28520","30520"
"New entrant CS","2022","London","Wandsworth","AA/AO","Male","60","[c]","27830","30520"
"New entrant CS","2022","London","Wandsworth","EO","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","London","Wandsworth","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","London","Wandsworth","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Wandsworth","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Wandsworth","Unknown","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","London","Wandsworth","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Westminster","AA/AO","Female","280","[c]","22780","23570"
"New entrant CS","2022","London","Westminster","AA/AO","Male","185","[c]","22950","23460"
"New entrant CS","2022","London","Westminster","EO","Female","1045","[c]","27630","27500"
"New entrant CS","2022","London","Westminster","EO","Male","600","[c]","27680","27680"
"New entrant CS","2022","London","Westminster","G6/G7","Female","710","[c]","56770","54110"
"New entrant CS","2022","London","Westminster","G6/G7","Male","565","[c]","58190","54700"
"New entrant CS","2022","London","Westminster","SCS level","Female","60","[c]","92700","79190"
"New entrant CS","2022","London","Westminster","SCS level","Male","80","[c]","104730","93610"
"New entrant CS","2022","London","Westminster","SEO/HEO","Female","2015","[c]","35290","34170"
"New entrant CS","2022","London","Westminster","SEO/HEO","Male","1610","[c]","35550","34260"
"New entrant CS","2022","London","Westminster","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","London","Westminster","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Darlington","AA/AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Darlington","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Darlington","EO","Female","35","[c]","25410","25000"
"New entrant CS","2022","North East (England)","Darlington","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Darlington","G6/G7","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Darlington","G6/G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Darlington","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Darlington","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Darlington","SEO/HEO","Female","70","[c]","32450","30710"
"New entrant CS","2022","North East (England)","Darlington","SEO/HEO","Male","50","[c]","32140","30190"
"New entrant CS","2022","North East (England)","Darlington","Unknown","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Darlington","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Durham","AA/AO","Female","255","[c]","21990","22010"
"New entrant CS","2022","North East (England)","Durham","AA/AO","Male","175","[c]","22430","22010"
"New entrant CS","2022","North East (England)","Durham","EO","Female","35","[c]","26460","27130"
"New entrant CS","2022","North East (England)","Durham","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Durham","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Durham","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Durham","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Durham","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Durham","Unknown","Female","65","[c]","27710","24800"
"New entrant CS","2022","North East (England)","Durham","Unknown","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Hartlepool and Stockton-on-Tees","AA/AO","Female","45","[c]","21850","21260"
"New entrant CS","2022","North East (England)","Hartlepool and Stockton-on-Tees","AA/AO","Male","45","[c]","21980","22200"
"New entrant CS","2022","North East (England)","Hartlepool and Stockton-on-Tees","EO","Female","30","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Hartlepool and Stockton-on-Tees","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Hartlepool and Stockton-on-Tees","G6/G7","Female","[c]","[c]","[c]","[c]"
