"Status","Year","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","Heterosexual / straight","75","[c]","38940","39600"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","AA/AO","AA","Heterosexual / straight","115","[c]","18370","18310"
"New entrant CS","2022","Department for Transport","AA/AO","AA","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","AA/AO","AA","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","AA/AO","AA","Unknown","145","[c]","18530","18310"
"New entrant CS","2022","Department for Transport","AA/AO","AO","Heterosexual / straight","335","[c]","22490","21840"
"New entrant CS","2022","Department for Transport","AA/AO","AO","LGBO","40","[c]","22370","21840"
"New entrant CS","2022","Department for Transport","AA/AO","AO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","AA/AO","AO","Unknown","210","[c]","22810","21840"
"New entrant CS","2022","Department for Transport","EO","EO","Heterosexual / straight","255","[c]","26790","26130"
"New entrant CS","2022","Department for Transport","EO","EO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","EO","EO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","EO","EO","Unknown","270","[c]","26580","26130"
"New entrant CS","2022","Department for Transport","G6/G7","G6","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","G6/G7","G6","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","G6/G7","G7","Heterosexual / straight","115","[c]","53110","54110"
"New entrant CS","2022","Department for Transport","G6/G7","G7","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","G6/G7","G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","G6/G7","G7","Unknown","50","[c]","54750","54110"
"New entrant CS","2022","Department for Transport","SCS level","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","SCS level","SCS level","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","SEO/HEO","HEO","Heterosexual / straight","165","[c]","32450","31090"
"New entrant CS","2022","Department for Transport","SEO/HEO","HEO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","SEO/HEO","HEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","SEO/HEO","HEO","Unknown","85","[c]","32730","34710"
"New entrant CS","2022","Department for Transport","SEO/HEO","SEO","Heterosexual / straight","135","[c]","41190","41650"
"New entrant CS","2022","Department for Transport","SEO/HEO","SEO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","SEO/HEO","SEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","SEO/HEO","SEO","Unknown","65","[c]","41560","42470"
"New entrant CS","2022","Department for Transport","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","AA/AO","AO","Heterosexual / straight","3440","[c]","21610","21260"
"New entrant CS","2022","Department for Work and Pensions","AA/AO","AO","LGBO","360","[c]","21490","21260"
"New entrant CS","2022","Department for Work and Pensions","AA/AO","AO","Undeclared","205","[c]","21590","21260"
"New entrant CS","2022","Department for Work and Pensions","AA/AO","AO","Unknown","700","[c]","21580","21260"
"New entrant CS","2022","Department for Work and Pensions","EO","EO","Heterosexual / straight","3715","[c]","28230","27570"
"New entrant CS","2022","Department for Work and Pensions","EO","EO","LGBO","355","[c]","27980","27570"
"New entrant CS","2022","Department for Work and Pensions","EO","EO","Undeclared","215","[c]","28160","27570"
"New entrant CS","2022","Department for Work and Pensions","EO","EO","Unknown","680","[c]","28030","27570"
"New entrant CS","2022","Department for Work and Pensions","G6/G7","G6","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","G6/G7","G6","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","G6/G7","G7","Heterosexual / straight","150","[c]","54040","53360"
"New entrant CS","2022","Department for Work and Pensions","G6/G7","G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","G6/G7","G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","G6/G7","G7","Unknown","40","[c]","55420","55000"
"New entrant CS","2022","Department for Work and Pensions","SCS level","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","SEO/HEO","HEO","Heterosexual / straight","275","[c]","33580","31990"
"New entrant CS","2022","Department for Work and Pensions","SEO/HEO","HEO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","SEO/HEO","HEO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","SEO/HEO","HEO","Unknown","45","[c]","33650","32000"
"New entrant CS","2022","Department for Work and Pensions","SEO/HEO","SEO","Heterosexual / straight","200","[c]","40910","39330"
"New entrant CS","2022","Department for Work and Pensions","SEO/HEO","SEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","SEO/HEO","SEO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","SEO/HEO","SEO","Unknown","45","[c]","40330","38880"
"New entrant CS","2022","Department of Health and Social Care","AA/AO","AA","Heterosexual / straight","40","[c]","20580","19590"
"New entrant CS","2022","Department of Health and Social Care","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","AA/AO","AA","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","AA/AO","AO","Heterosexual / straight","185","[c]","21850","21820"
"New entrant CS","2022","Department of Health and Social Care","AA/AO","AO","LGBO","35","[c]","20880","19880"
"New entrant CS","2022","Department of Health and Social Care","AA/AO","AO","Undeclared","50","[c]","21750","21820"
"New entrant CS","2022","Department of Health and Social Care","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","EO","EO","Heterosexual / straight","410","[c]","25840","26880"
"New entrant CS","2022","Department of Health and Social Care","EO","EO","LGBO","50","[c]","25480","26880"
"New entrant CS","2022","Department of Health and Social Care","EO","EO","Undeclared","220","[c]","26020","26880"
"New entrant CS","2022","Department of Health and Social Care","EO","EO","Unknown","85","[c]","26890","27270"
"New entrant CS","2022","Department of Health and Social Care","G6/G7","G6","Heterosexual / straight","65","[c]","69290","66230"
"New entrant CS","2022","Department of Health and Social Care","G6/G7","G6","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","G6/G7","G6","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","G6/G7","G6","Unknown","55","[c]","65140","64350"
"New entrant CS","2022","Department of Health and Social Care","G6/G7","G7","Heterosexual / straight","195","[c]","52130","52610"
"New entrant CS","2022","Department of Health and Social Care","G6/G7","G7","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","G6/G7","G7","Undeclared","100","[c]","51910","52610"
"New entrant CS","2022","Department of Health and Social Care","G6/G7","G7","Unknown","110","[c]","52550","53360"
"New entrant CS","2022","Department of Health and Social Care","SCS level","SCS level","Heterosexual / straight","45","[c]","99430","95140"
"New entrant CS","2022","Department of Health and Social Care","SCS level","SCS level","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","SCS level","SCS level","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","SCS level","SCS level","Unknown","40","[c]","102020","83400"
"New entrant CS","2022","Department of Health and Social Care","SEO/HEO","HEO","Heterosexual / straight","490","[c]","31470","32330"
"New entrant CS","2022","Department of Health and Social Care","SEO/HEO","HEO","LGBO","65","[c]","31340","32330"
"New entrant CS","2022","Department of Health and Social Care","SEO/HEO","HEO","Undeclared","225","[c]","31420","32640"
"New entrant CS","2022","Department of Health and Social Care","SEO/HEO","HEO","Unknown","130","[c]","31660","32330"
"New entrant CS","2022","Department of Health and Social Care","SEO/HEO","SEO","Heterosexual / straight","340","[c]","39520","40070"
"New entrant CS","2022","Department of Health and Social Care","SEO/HEO","SEO","LGBO","40","[c]","39600","40070"
"New entrant CS","2022","Department of Health and Social Care","SEO/HEO","SEO","Undeclared","150","[c]","39550","40070"
"New entrant CS","2022","Department of Health and Social Care","SEO/HEO","SEO","Unknown","100","[c]","38630","38730"
"New entrant CS","2022","Department of Health and Social Care","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Unknown","Unknown","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","G6/G7","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","AA/AO","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","EO","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","EO","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","EO","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","G6/G7","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","SEO/HEO","HEO","Heterosexual / straight","65","[c]","31110","30350"
"New entrant CS","2022","Food Standards Agency","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","SEO/HEO","HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","SEO/HEO","SEO","Heterosexual / straight","40","[c]","38580","37350"
"New entrant CS","2022","Food Standards Agency","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","SEO/HEO","SEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","SEO/HEO","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","AA/AO","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","EO","EO","LGBO","[c]","[c]","[c]","[c]"
