"Status","Year","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Mixed","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Food Standards Agency","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Government Legal Department","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Health and Safety Executive","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Courts and Tribunals Service","65","[c]","25350","20970"
"New entrant CS","2022","Mixed","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Land Registry","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","HM Prison and Probation Service","360","[c]","27850","24970"
"New entrant CS","2022","Mixed","HM Revenue and Customs (excl. agencies)","160","[c]","28880","26590"
"New entrant CS","2022","Mixed","HM Treasury (excl. agencies)","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Home Office","20","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Medicines and Healthcare Products Regulatory Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Ministry of Defence (excl. agencies)","40","[c]","30100","26350"
"New entrant CS","2022","Mixed","Ministry of Justice (excl. agencies)","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","National Crime Agency","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of Gas and Electricity Markets","25","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Public Health England","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scottish Government (excl. agencies)","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Social Security Scotland","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","The National Archives","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Export Finance","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Health Security Agency","60","[c]","33700","28590"
"New entrant CS","2022","Mixed","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Statistics Authority","25","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Cabinet Office (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Crown Office and Procurator Fiscal Service","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Education (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","15","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Levelling Up, Housing and Communities (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Transport (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Department for Work and Pensions (excl. agencies)","80","[c]","26840","27570"
"New entrant CS","2022","Other ethnicity","Department of Health and Social Care (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Government Legal Department","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","HM Courts and Tribunals Service","15","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","HM Prison and Probation Service","90","[c]","28860","28140"
"New entrant CS","2022","Other ethnicity","HM Revenue and Customs (excl. agencies)","35","[c]","29380","26590"
"New entrant CS","2022","Other ethnicity","HM Treasury (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Home Office","10","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Maritime and Coastguard Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Office of Qualifications and Examinations Regulation","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Social Security Scotland","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","The National Archives","5","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","UK Health Security Agency","20","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Animal and Plant Health Agency","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cabinet Office (excl. agencies)","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Companies House","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Competition and Markets Authority","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Crown Prosecution Service","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Defence Equipment and Support","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Education (excl. agencies)","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","50","[c]","38180","35950"
"New entrant CS","2022","Undeclared","Department for International Trade","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Transport (excl. agencies)","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Department for Work and Pensions (excl. agencies)","210","[c]","27340","27570"
"New entrant CS","2022","Undeclared","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Driver and Vehicle Licensing Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Driver and Vehicle Standards Agency","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Education and Skills Funding Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Food Standards Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Health and Safety Executive","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Courts and Tribunals Service","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","HM Prison and Probation Service","190","[c]","29850","28140"
"New entrant CS","2022","Undeclared","HM Revenue and Customs (excl. agencies)","45","[c]","28040","26590"
"New entrant CS","2022","Undeclared","HM Treasury (excl. agencies)","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Home Office","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Maritime and Coastguard Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Ministry of Defence (excl. agencies)","30","[c]","33990","28890"
"New entrant CS","2022","Undeclared","Ministry of Justice (excl. agencies)","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","National Crime Agency","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Public Health England","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Government (excl. agencies)","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Social Security Scotland","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Health Security Agency","65","[c]","37600","32790"
"New entrant CS","2022","Undeclared","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","UK Statistics Authority","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Vehicle Certification Agency","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Welsh Government (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Advisory, Conciliation and Arbitration Service","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Animal and Plant Health Agency","75","[c]","25110","24370"
"New entrant CS","2022","Unknown","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Cabinet Office (excl. agencies)","985","[c]","39120","28000"
"New entrant CS","2022","Unknown","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Charity Commission","60","[c]","28420","26000"
"New entrant CS","2022","Unknown","Companies House","45","[c]","26400","20100"
"New entrant CS","2022","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Criminal Injuries Compensation Authority","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Crown Commercial Service","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Crown Prosecution Service","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Defence Equipment and Support","255","[c]","27680","24750"
"New entrant CS","2022","Unknown","Defence Science and Technology Laboratory","220","[c]","30790","29230"
"New entrant CS","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","90","[c]","37900","33570"
"New entrant CS","2022","Unknown","Department for Digital, Culture, Media and Sport","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Education (excl. agencies)","170","[c]","34450","32870"
"New entrant CS","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","385","[c]","37580","33390"
"New entrant CS","2022","Unknown","Department for International Trade","150","[c]","36090","31800"
"New entrant CS","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","125","[c]","34790","33210"
"New entrant CS","2022","Unknown","Department for Transport (excl. agencies)","245","[c]","42410","38650"
"New entrant CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","1510","[c]","26390","27570"
"New entrant CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","535","[c]","36880","32790"
"New entrant CS","2022","Unknown","Disclosure Scotland","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Driver and Vehicle Licensing Agency","215","[c]","20310","18310"
"New entrant CS","2022","Unknown","Driver and Vehicle Standards Agency","325","[c]","25880","26130"
"New entrant CS","2022","Unknown","Education and Skills Funding Agency","30","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Education Scotland","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Food Standards Agency","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Food Standards Scotland","35","[c]","33990","31540"
"New entrant CS","2022","Unknown","Government Actuary's Department","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Government Legal Department","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Government Property Agency","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Health and Safety Executive","35","[c]","34290","28000"
"New entrant CS","2022","Unknown","HM Courts and Tribunals Service","815","[c]","23910","20970"
"New entrant CS","2022","Unknown","HM Land Registry","180","[c]","27450","25850"
"New entrant CS","2022","Unknown","HM Prison and Probation Service","5430","[c]","26620","24800"
"New entrant CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","2640","[c]","26110","21250"
"New entrant CS","2022","Unknown","HM Treasury (excl. agencies)","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Home Office","1870","[c]","29650","25630"
"New entrant CS","2022","Unknown","Institute for Apprenticeships and Technical Education","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Intellectual Property Office","85","[c]","27780","24030"
"New entrant CS","2022","Unknown","Legal Aid Agency","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Maritime and Coastguard Agency","55","[c]","30460","26840"
"New entrant CS","2022","Unknown","Met Office","30","[c]","27380","24230"
"New entrant CS","2022","Unknown","Ministry of Defence (excl. agencies)","870","[c]","30320","26350"
"New entrant CS","2022","Unknown","Ministry of Justice (excl. agencies)","285","[c]","34280","34260"
"New entrant CS","2022","Unknown","National Crime Agency","50","[c]","37260","32260"
"New entrant CS","2022","Unknown","National Records of Scotland","45","[c]","33770","28990"
"New entrant CS","2022","Unknown","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Northern Ireland Office","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of Gas and Electricity Markets","30","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Public Guardian","125","[c]","21870","20970"
"New entrant CS","2022","Unknown","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
