"Status","Year","Disability","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Undeclared","Health and Safety Executive","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Health and Safety Executive","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Health and Safety Executive","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Courts and Tribunals Service","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Courts and Tribunals Service","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Courts and Tribunals Service","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Courts and Tribunals Service","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Courts and Tribunals Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Courts and Tribunals Service","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Prison and Probation Service","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Prison and Probation Service","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Prison and Probation Service","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Prison and Probation Service","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Prison and Probation Service","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Prison and Probation Service","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Revenue and Customs (excl. agencies)","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Revenue and Customs (excl. agencies)","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Revenue and Customs (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Revenue and Customs (excl. agencies)","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Revenue and Customs (excl. agencies)","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Revenue and Customs (excl. agencies)","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Treasury (excl. agencies)","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Treasury (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Treasury (excl. agencies)","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","HM Treasury (excl. agencies)","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Home Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Home Office","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Home Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Home Office","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Home Office","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Legal Aid Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Legal Aid Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Legal Aid Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Maritime and Coastguard Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Defence (excl. agencies)","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Defence (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Defence (excl. agencies)","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Defence (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Defence (excl. agencies)","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Defence (excl. agencies)","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Defence (excl. agencies)","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Justice (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Justice (excl. agencies)","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Justice (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Justice (excl. agencies)","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Justice (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Justice (excl. agencies)","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Ministry of Justice (excl. agencies)","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Northern Ireland Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Office for Budget Responsibility","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Office of the Public Guardian","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Office of the Public Guardian","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Office of the Public Guardian","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Planning Inspectorate","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Planning Inspectorate","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Public Health England","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Public Health England","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Public Health England","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Public Health England","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Public Health England","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Public Health England","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Public Health England","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Public Health England","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Registers of Scotland","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Rural Payments Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Scottish Government (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Serious Fraud Office","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Serious Fraud Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Social Security Scotland","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Submarine Delivery Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","The Insolvency Service","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","The Insolvency Service","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","The Insolvency Service","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Transport Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Export Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Export Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Health Security Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Hydrographic Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Hydrographic Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Statistics Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Statistics Authority","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Statistics Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Statistics Authority","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Statistics Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Statistics Authority","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","UK Statistics Authority","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Valuation Office Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Vehicle Certification Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Welsh Government (excl. agencies)","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Advisory, Conciliation and Arbitration Service","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Advisory, Conciliation and Arbitration Service","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Advisory, Conciliation and Arbitration Service","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Advisory, Conciliation and Arbitration Service","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Animal and Plant Health Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Attorney General's Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Attorney General's Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Attorney General's Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Attorney General's Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cabinet Office (excl. agencies)","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cabinet Office (excl. agencies)","EO","EO","35","[c]","27840","27500"
"Leaver Dept.","2022","Unknown","Cabinet Office (excl. agencies)","G6/G7","G6","40","[c]","66430","64500"
"Leaver Dept.","2022","Unknown","Cabinet Office (excl. agencies)","G6/G7","G7","85","[c]","55130","54700"
"Leaver Dept.","2022","Unknown","Cabinet Office (excl. agencies)","SCS level","SCS level","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cabinet Office (excl. agencies)","SEO/HEO","HEO","585","[c]","31810","32000"
"Leaver Dept.","2022","Unknown","Cabinet Office (excl. agencies)","SEO/HEO","SEO","35","[c]","40500","40600"
"Leaver Dept.","2022","Unknown","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Charity Commission","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Charity Commission","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Charity Commission","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Charity Commission","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Charity Commission","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Companies House","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Companies House","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Companies House","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Companies House","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Competition and Markets Authority","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Criminal Injuries Compensation Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Criminal Injuries Compensation Authority","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Criminal Injuries Compensation Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Crown Commercial Service","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Crown Commercial Service","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Crown Commercial Service","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Crown Commercial Service","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Crown Commercial Service","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Crown Prosecution Service","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Crown Prosecution Service","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Crown Prosecution Service","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Crown Prosecution Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Crown Prosecution Service","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Crown Prosecution Service","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Defence Equipment and Support","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Defence Equipment and Support","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Defence Equipment and Support","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Defence Equipment and Support","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Defence Equipment and Support","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G7","35","[c]","53500","53380"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","SEO","35","[c]","40060","40050"
"Leaver Dept.","2022","Unknown","Department for Digital, Culture, Media and Sport","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Digital, Culture, Media and Sport","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Digital, Culture, Media and Sport","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Digital, Culture, Media and Sport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Digital, Culture, Media and Sport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Education (excl. agencies)","EO","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Education (excl. agencies)","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Education (excl. agencies)","G6/G7","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Education (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Education (excl. agencies)","SEO/HEO","HEO","45","[c]","31920","32870"
"Leaver Dept.","2022","Unknown","Department for Education (excl. agencies)","SEO/HEO","SEO","30","[c]","39310","40230"
"Leaver Dept.","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for International Trade","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for International Trade","G6/G7","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for International Trade","SEO/HEO","HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for International Trade","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Transport (excl. agencies)","EO","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Transport (excl. agencies)","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Transport (excl. agencies)","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Transport (excl. agencies)","SEO/HEO","HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Transport (excl. agencies)","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Work and Pensions (excl. agencies)","AA/AO","AO","45","[c]","21430","21260"
"Leaver Dept.","2022","Unknown","Department for Work and Pensions (excl. agencies)","EO","EO","145","[c]","28140","27570"
"Leaver Dept.","2022","Unknown","Department for Work and Pensions (excl. agencies)","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Work and Pensions (excl. agencies)","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Work and Pensions (excl. agencies)","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Work and Pensions (excl. agencies)","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department for Work and Pensions (excl. agencies)","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care (excl. agencies)","EO","EO","160","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care (excl. agencies)","G6/G7","G6","150","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care (excl. agencies)","G6/G7","G7","230","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care (excl. agencies)","SCS level","SCS level","75","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care (excl. agencies)","SEO/HEO","HEO","305","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care (excl. agencies)","SEO/HEO","SEO","200","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Disclosure Scotland","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Driver and Vehicle Licensing Agency","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Driver and Vehicle Licensing Agency","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Driver and Vehicle Licensing Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Driver and Vehicle Licensing Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Driver and Vehicle Standards Agency","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Driver and Vehicle Standards Agency","EO","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Driver and Vehicle Standards Agency","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Driver and Vehicle Standards Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Education and Skills Funding Agency","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Education and Skills Funding Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Education and Skills Funding Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Education and Skills Funding Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Food Standards Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Food Standards Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","G7","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Forestry and Land Scotland","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Government Actuary's Department","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Government Legal Department","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Government Legal Department","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Government Legal Department","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Government Legal Department","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Government Legal Department","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Government Legal Department","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Health and Safety Executive","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Health and Safety Executive","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Health and Safety Executive","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Health and Safety Executive","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Health and Safety Executive","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Courts and Tribunals Service","AA/AO","AA","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Courts and Tribunals Service","AA/AO","AO","70","[c]","21060","20970"
"Leaver Dept.","2022","Unknown","HM Courts and Tribunals Service","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Courts and Tribunals Service","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Courts and Tribunals Service","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Crown Prosecution Service Inspectorate","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Prison and Probation Service","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Prison and Probation Service","AA/AO","AO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Prison and Probation Service","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Prison and Probation Service","G6/G7","G6","[c]","[c]","[c]","[c]"
