"Status","Year","Function_of_post","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Counter Fraud","HM Revenue and Customs","EO","470","[c]","27560","26590"
"New entrant CS","2022","Counter Fraud","HM Revenue and Customs","G7","20","[c]","54040","52080"
"New entrant CS","2022","Counter Fraud","HM Revenue and Customs","HEO","110","[c]","34260","33080"
"New entrant CS","2022","Counter Fraud","HM Revenue and Customs","SEO","20","[c]","40950","40180"
"New entrant CS","2022","Counter Fraud","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Department for Work and Pensions","AO","290","[c]","21370","21260"
"New entrant CS","2022","Debt","Department for Work and Pensions","EO","10","[c]","27570","27570"
"New entrant CS","2022","Debt","Department for Work and Pensions","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Department for Work and Pensions","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","HM Revenue and Customs","AO","685","[c]","21250","21250"
"New entrant CS","2022","Debt","HM Revenue and Customs","EO","30","[c]","26650","26590"
"New entrant CS","2022","Debt","HM Treasury","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Attorney General's Departments","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Attorney General's Departments","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Attorney General's Departments","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Attorney General's Departments","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Attorney General's Departments","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Attorney General's Departments","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Cabinet Office","AO","25","[c]","20990","18450"
"New entrant CS","2022","Digital, Data & Technology","Cabinet Office","EO","30","[c]","26220","27500"
"New entrant CS","2022","Digital, Data & Technology","Cabinet Office","G6","15","[c]","65260","64500"
"New entrant CS","2022","Digital, Data & Technology","Cabinet Office","G7","95","[c]","53150","54700"
"New entrant CS","2022","Digital, Data & Technology","Cabinet Office","HEO","50","[c]","33090","32000"
"New entrant CS","2022","Digital, Data & Technology","Cabinet Office","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Cabinet Office","SEO","45","[c]","39030","38330"
"New entrant CS","2022","Digital, Data & Technology","Chancellor's other departments","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Charity Commission","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Charity Commission","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Competition and Markets Authority","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Competition and Markets Authority","G7","10","[c]","58050","58140"
"New entrant CS","2022","Digital, Data & Technology","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","AA","50","[c]","17430","17900"
"New entrant CS","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","AO","35","[c]","20950","20910"
"New entrant CS","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","EO","65","[c]","26340","24720"
"New entrant CS","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","G7","15","[c]","52680","51590"
"New entrant CS","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","HEO","45","[c]","32670","32110"
"New entrant CS","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","SEO","30","[c]","42570","43640"
"New entrant CS","2022","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Education","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Education","EO","25","[c]","25980","25000"
"New entrant CS","2022","Digital, Data & Technology","Department for Education","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Education","G7","50","[c]","50760","49860"
"New entrant CS","2022","Digital, Data & Technology","Department for Education","HEO","40","[c]","30200","29360"
"New entrant CS","2022","Digital, Data & Technology","Department for Education","SEO","40","[c]","37360","36500"
"New entrant CS","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","AO","10","[c]","22320","21510"
"New entrant CS","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","EO","45","[c]","25050","24920"
"New entrant CS","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","G6","15","[c]","60750","59270"
"New entrant CS","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","G7","95","[c]","48890","47550"
"New entrant CS","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","HEO","50","[c]","29930","29180"
"New entrant CS","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SEO","65","[c]","38250","36630"
"New entrant CS","2022","Digital, Data & Technology","Department for International Trade","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for International Trade","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for International Trade","HEO","15","[c]","32110","31800"
"New entrant CS","2022","Digital, Data & Technology","Department for International Trade","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","G7","15","[c]","52790","53130"
"New entrant CS","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Transport","AO","15","[c]","20460","21840"
"New entrant CS","2022","Digital, Data & Technology","Department for Transport","EO","35","[c]","26640","26130"
"New entrant CS","2022","Digital, Data & Technology","Department for Transport","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Transport","G7","15","[c]","53480","54110"
"New entrant CS","2022","Digital, Data & Technology","Department for Transport","HEO","30","[c]","31550","30730"
"New entrant CS","2022","Digital, Data & Technology","Department for Transport","SEO","25","[c]","40680","38650"
"New entrant CS","2022","Digital, Data & Technology","Department for Work and Pensions","AO","25","[c]","21260","21260"
"New entrant CS","2022","Digital, Data & Technology","Department for Work and Pensions","EO","95","[c]","27600","27570"
"New entrant CS","2022","Digital, Data & Technology","Department for Work and Pensions","G6","10","[c]","69510","70000"
"New entrant CS","2022","Digital, Data & Technology","Department for Work and Pensions","G7","105","[c]","55910","56060"
"New entrant CS","2022","Digital, Data & Technology","Department for Work and Pensions","HEO","35","[c]","33320","33000"
"New entrant CS","2022","Digital, Data & Technology","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department for Work and Pensions","SEO","110","[c]","38700","38500"
"New entrant CS","2022","Digital, Data & Technology","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department of Health and Social Care","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department of Health and Social Care","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department of Health and Social Care","G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department of Health and Social Care","HEO","70","[c]","32050","32790"
"New entrant CS","2022","Digital, Data & Technology","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Department of Health and Social Care","SEO","20","[c]","39180","40070"
"New entrant CS","2022","Digital, Data & Technology","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Land Registry","AA","15","[c]","22310","21290"
"New entrant CS","2022","Digital, Data & Technology","HM Land Registry","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Land Registry","EO","25","[c]","28480","27130"
"New entrant CS","2022","Digital, Data & Technology","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Land Registry","HEO","30","[c]","34950","33840"
"New entrant CS","2022","Digital, Data & Technology","HM Land Registry","SEO","10","[c]","39830","38550"
"New entrant CS","2022","Digital, Data & Technology","HM Revenue and Customs","EO","75","[c]","26910","26590"
"New entrant CS","2022","Digital, Data & Technology","HM Revenue and Customs","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Revenue and Customs","G7","35","[c]","54440","53110"
"New entrant CS","2022","Digital, Data & Technology","HM Revenue and Customs","HEO","170","[c]","33400","33080"
"New entrant CS","2022","Digital, Data & Technology","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Revenue and Customs","SEO","60","[c]","40530","40180"
"New entrant CS","2022","Digital, Data & Technology","HM Treasury","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Treasury","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Treasury","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Treasury","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Defence","AO","60","[c]","21170","21170"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Defence","EO","65","[c]","26220","26350"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Defence","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Defence","HEO","55","[c]","32490","33000"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Defence","SEO","25","[c]","41660","40000"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Defence","Unknown","15","[c]","33100","32000"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Justice","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Justice","EO","20","[c]","26040","25120"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Justice","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Justice","G7","70","[c]","55770","54640"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Justice","HEO","35","[c]","32460","34260"
"New entrant CS","2022","Digital, Data & Technology","Ministry of Justice","SEO","85","[c]","39920","41750"
"New entrant CS","2022","Digital, Data & Technology","National Crime Agency","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","National Crime Agency","EO","10","[c]","30560","30640"
"New entrant CS","2022","Digital, Data & Technology","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","National Crime Agency","HEO","10","[c]","38260","36740"
"New entrant CS","2022","Digital, Data & Technology","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Northern Ireland Office","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Gas and Electricity Markets","SEO","10","[c]","42560","42250"
"New entrant CS","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Scottish Government","EO","10","[c]","27520","26650"
"New entrant CS","2022","Digital, Data & Technology","Scottish Government","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Scottish Government","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","The National Archives","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","The National Archives","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","The National Archives","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","The National Archives","SEO","15","[c]","45270","47000"
"New entrant CS","2022","Digital, Data & Technology","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Statistics Authority","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Statistics Authority","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Statistics Authority","EO","35","[c]","23980","23880"
"New entrant CS","2022","Digital, Data & Technology","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Statistics Authority","G7","25","[c]","51430","50210"
"New entrant CS","2022","Digital, Data & Technology","UK Statistics Authority","HEO","25","[c]","30490","30210"
"New entrant CS","2022","Digital, Data & Technology","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Statistics Authority","SEO","25","[c]","37610","36840"
"New entrant CS","2022","Digital, Data & Technology","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","UK Supreme Court","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Welsh Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Attorney General's Departments","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Attorney General's Departments","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Attorney General's Departments","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Cabinet Office","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Cabinet Office","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Cabinet Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Cabinet Office","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Business, Energy and Industrial Strategy","AO","15","[c]","20260","20100"
"New entrant CS","2022","Finance","Department for Business, Energy and Industrial Strategy","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Business, Energy and Industrial Strategy","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Business, Energy and Industrial Strategy","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Business, Energy and Industrial Strategy","SEO","10","[c]","43490","43600"
"New entrant CS","2022","Finance","Department for Digital, Culture, Media and Sport","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Education","EO","40","[c]","25180","25000"
"New entrant CS","2022","Finance","Department for Education","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Education","G7","15","[c]","51400","49860"
"New entrant CS","2022","Finance","Department for Education","HEO","40","[c]","29620","29360"
"New entrant CS","2022","Finance","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Education","SEO","35","[c]","38150","36500"
"New entrant CS","2022","Finance","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Environment, Food and Rural Affairs","EO","20","[c]","23420","22430"
"New entrant CS","2022","Finance","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Environment, Food and Rural Affairs","G7","15","[c]","49730","47820"
"New entrant CS","2022","Finance","Department for Environment, Food and Rural Affairs","HEO","10","[c]","30370","29180"
"New entrant CS","2022","Finance","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Environment, Food and Rural Affairs","SEO","15","[c]","37350","36310"
"New entrant CS","2022","Finance","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Levelling Up, Housing and Communities","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Levelling Up, Housing and Communities","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Levelling Up, Housing and Communities","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Levelling Up, Housing and Communities","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Transport","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Transport","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Transport","EO","15","[c]","25290","26130"
"New entrant CS","2022","Finance","Department for Transport","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Transport","G7","15","[c]","52480","54110"
"New entrant CS","2022","Finance","Department for Transport","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Transport","SEO","15","[c]","41260","41650"
"New entrant CS","2022","Finance","Department for Work and Pensions","AO","25","[c]","21400","21260"
"New entrant CS","2022","Finance","Department for Work and Pensions","EO","45","[c]","28100","27570"
"New entrant CS","2022","Finance","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Work and Pensions","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department for Work and Pensions","HEO","30","[c]","33770","31990"
"New entrant CS","2022","Finance","Department for Work and Pensions","SEO","30","[c]","38140","35310"
"New entrant CS","2022","Finance","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department of Health and Social Care","EO","65","[c]","24460","23690"
"New entrant CS","2022","Finance","Department of Health and Social Care","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department of Health and Social Care","G7","15","[c]","52510","53360"
"New entrant CS","2022","Finance","Department of Health and Social Care","HEO","60","[c]","31310","32790"
"New entrant CS","2022","Finance","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Department of Health and Social Care","SEO","30","[c]","40050","40650"
"New entrant CS","2022","Finance","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Foreign, Commonwealth and Development Office","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Land Registry","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Revenue and Customs","AO","85","[c]","21310","21250"
"New entrant CS","2022","Finance","HM Revenue and Customs","EO","20","[c]","27130","26590"
"New entrant CS","2022","Finance","HM Revenue and Customs","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Revenue and Customs","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Revenue and Customs","HEO","30","[c]","33780","33080"
"New entrant CS","2022","Finance","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Revenue and Customs","SEO","30","[c]","41360","40180"
"New entrant CS","2022","Finance","HM Treasury","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Treasury","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Ministry of Defence","AO","20","[c]","21270","21170"
"New entrant CS","2022","Finance","Ministry of Defence","EO","70","[c]","23730","25000"
"New entrant CS","2022","Finance","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Ministry of Defence","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Ministry of Defence","HEO","20","[c]","33470","33000"
"New entrant CS","2022","Finance","Ministry of Defence","SEO","20","[c]","44390","44500"
"New entrant CS","2022","Finance","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Ministry of Justice","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Ministry of Justice","EO","10","[c]","25120","25120"
"New entrant CS","2022","Finance","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Ministry of Justice","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Ministry of Justice","SEO","30","[c]","38670","37350"
"New entrant CS","2022","Finance","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","National Crime Agency","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Northern Ireland Office","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Northern Ireland Office","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Qualifications and Examinations Regulation","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Scottish Government","AO","5","[c]","[c]","[c]"
