"Status","Year","Profession_of_post","Region_ITL1","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Inspector of Education and Training","North East (England)","Tees Valley and Durham","Durham","15","15","65810","70500"
"In post","2022","Inspector of Education and Training","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","North East (England)","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","North West (England)","Cheshire","Cheshire East","10","10","[c]","[c]"
"In post","2022","Inspector of Education and Training","North West (England)","Cheshire","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","North West (England)","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","North West (England)","Cumbria","East Cumbria","10","10","62710","70500"
"In post","2022","Inspector of Education and Training","North West (England)","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","North West (England)","Greater Manchester","Greater Manchester North East","10","10","60640","57930"
"In post","2022","Inspector of Education and Training","North West (England)","Greater Manchester","Greater Manchester North West","10","10","60670","51360"
"In post","2022","Inspector of Education and Training","North West (England)","Greater Manchester","Greater Manchester South East","5","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","North West (England)","Greater Manchester","Greater Manchester South West","10","10","[c]","[c]"
"In post","2022","Inspector of Education and Training","North West (England)","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","North West (England)","Lancashire","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","North West (England)","Lancashire","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","North West (England)","Lancashire","Chorley and West Lancashire","10","10","[c]","[c]"
"In post","2022","Inspector of Education and Training","North West (England)","Lancashire","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","North West (England)","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","North West (England)","Lancashire","Mid Lancashire","10","10","[c]","[c]"
"In post","2022","Inspector of Education and Training","North West (England)","Merseyside","East Merseyside","10","10","[c]","[c]"
"In post","2022","Inspector of Education and Training","North West (England)","Merseyside","Liverpool","5","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","North West (England)","Merseyside","Sefton","10","10","63340","57930"
"In post","2022","Inspector of Education and Training","North West (England)","Merseyside","Wirral","5","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","10","10","65720","75500"
"In post","2022","Inspector of Education and Training","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","5","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","5","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","South East (England)","Hampshire and Isle of Wight","Central Hampshire","15","15","63430","63430"
"In post","2022","Inspector of Education and Training","South East (England)","Hampshire and Isle of Wight","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","South East (England)","Hampshire and Isle of Wight","North Hampshire","10","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","South East (England)","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","South East (England)","Hampshire and Isle of Wight","South Hampshire","10","10","[c]","[c]"
"In post","2022","Inspector of Education and Training","South East (England)","Hampshire and Isle of Wight","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","South East (England)","Kent","East Kent","10","10","[c]","[c]"
"In post","2022","Inspector of Education and Training","South East (England)","Kent","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","South East (England)","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","South East (England)","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","South East (England)","Kent","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","South East (England)","Surrey, East and West Sussex","Brighton and Hove","10","10","[c]","[c]"
"In post","2022","Inspector of Education and Training","South East (England)","Surrey, East and West Sussex","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","South East (England)","Surrey, East and West Sussex","East Sussex CC","10","10","[c]","[c]"
"In post","2022","Inspector of Education and Training","South East (England)","Surrey, East and West Sussex","West Surrey","10","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","South East (England)","Surrey, East and West Sussex","West Sussex (North East)","5","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","South East (England)","Surrey, East and West Sussex","West Sussex (South West)","5","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","10","10","64070","70500"
"In post","2022","Inspector of Education and Training","South West (England)","Devon","Devon CC","20","20","70330","75500"
"In post","2022","Inspector of Education and Training","South West (England)","Devon","Plymouth","5","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","South West (England)","Devon","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","South West (England)","Dorset and Somerset","Bournemouth, Christchurch and Poole","5","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","South West (England)","Dorset and Somerset","Dorset","10","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","South West (England)","Dorset and Somerset","Somerset CC","15","15","70410","75500"
"In post","2022","Inspector of Education and Training","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","10","10","69170","73000"
"In post","2022","Inspector of Education and Training","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","10","10","[c]","[c]"
"In post","2022","Inspector of Education and Training","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","15","15","65740","64500"
"In post","2022","Inspector of Education and Training","Wales","East Wales","Cardiff and Vale of Glamorgan","25","25","76060","75480"
"In post","2022","Inspector of Education and Training","Wales","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Wales","East Wales","Monmouthshire and Newport","10","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","Wales","East Wales","Powys","10","10","[c]","[c]"
"In post","2022","Inspector of Education and Training","Wales","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Wales","West Wales and The Valleys","Central Valleys","5","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","Wales","West Wales and The Valleys","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Wales","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Wales","West Wales and The Valleys","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Wales","West Wales and The Valleys","South West Wales","10","10","72470","75480"
"In post","2022","Inspector of Education and Training","Wales","West Wales and The Valleys","Swansea","5","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","10","10","60140","51360"
"In post","2022","Inspector of Education and Training","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","15","15","70120","75500"
"In post","2022","Inspector of Education and Training","West Midlands (England)","Shropshire and Staffordshire","Shropshire","10","10","74900","75500"
"In post","2022","Inspector of Education and Training","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","15","15","67750","51360"
"In post","2022","Inspector of Education and Training","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","West Midlands (England)","West Midlands","Birmingham","10","10","57080","51360"
"In post","2022","Inspector of Education and Training","West Midlands (England)","West Midlands","Coventry","10","10","[c]","[c]"
"In post","2022","Inspector of Education and Training","West Midlands (England)","West Midlands","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","West Midlands (England)","West Midlands","Sandwell","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","West Midlands (England)","West Midlands","Solihull","5","5","[c]","[c]"
"In post","2022","Inspector of Education and Training","West Midlands (England)","West Midlands","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","West Midlands (England)","West Midlands","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","Inspector of Education and Training","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","5","5","[c]","[c]"
