"Status","Year","Age","Function_of_post","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","60-64","Counter Fraud","London","SEO/HEO","100","85","40720","40910"
"In post","2022","60-64","Counter Fraud","North East (England)","AA/AO","20","15","20980","21260"
"In post","2022","60-64","Counter Fraud","North East (England)","EO","35","25","27200","27570"
"In post","2022","60-64","Counter Fraud","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Counter Fraud","North East (England)","SEO/HEO","20","15","35040","33690"
"In post","2022","60-64","Counter Fraud","North West (England)","AA/AO","35","30","21620","21260"
"In post","2022","60-64","Counter Fraud","North West (England)","EO","115","85","27640","27570"
"In post","2022","60-64","Counter Fraud","North West (England)","G6/G7","15","15","58820","55210"
"In post","2022","60-64","Counter Fraud","North West (England)","SEO/HEO","65","50","36330","34780"
"In post","2022","60-64","Counter Fraud","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Counter Fraud","Northern Ireland","EO","10","5","[c]","[c]"
"In post","2022","60-64","Counter Fraud","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Counter Fraud","Northern Ireland","SEO/HEO","15","10","37720","40180"
"In post","2022","60-64","Counter Fraud","Scotland","AA/AO","50","40","21140","21260"
"In post","2022","60-64","Counter Fraud","Scotland","EO","115","85","27840","27570"
"In post","2022","60-64","Counter Fraud","Scotland","G6/G7","10","10","[c]","[c]"
"In post","2022","60-64","Counter Fraud","Scotland","SEO/HEO","45","30","35720","35380"
"In post","2022","60-64","Counter Fraud","South East (England)","AA/AO","45","35","23020","22680"
"In post","2022","60-64","Counter Fraud","South East (England)","EO","65","50","28650","27570"
"In post","2022","60-64","Counter Fraud","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Counter Fraud","South East (England)","SEO/HEO","25","20","37150","35980"
"In post","2022","60-64","Counter Fraud","South West (England)","AA/AO","10","10","21340","21260"
"In post","2022","60-64","Counter Fraud","South West (England)","EO","50","40","27600","27570"
"In post","2022","60-64","Counter Fraud","South West (England)","G6/G7","5","5","[c]","[c]"
"In post","2022","60-64","Counter Fraud","South West (England)","SEO/HEO","20","15","36830","35980"
"In post","2022","60-64","Counter Fraud","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Counter Fraud","Wales","AA/AO","35","25","21770","21260"
"In post","2022","60-64","Counter Fraud","Wales","EO","45","30","27330","27570"
"In post","2022","60-64","Counter Fraud","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Counter Fraud","Wales","SEO/HEO","30","20","34660","33370"
"In post","2022","60-64","Counter Fraud","West Midlands (England)","AA/AO","25","20","21140","21260"
"In post","2022","60-64","Counter Fraud","West Midlands (England)","EO","80","55","27660","27570"
"In post","2022","60-64","Counter Fraud","West Midlands (England)","G6/G7","15","10","59500","55760"
"In post","2022","60-64","Counter Fraud","West Midlands (England)","SEO/HEO","35","25","36110","33510"
"In post","2022","60-64","Counter Fraud","Yorkshire and The Humber","AA/AO","20","15","21560","21260"
"In post","2022","60-64","Counter Fraud","Yorkshire and The Humber","EO","55","35","27570","27570"
"In post","2022","60-64","Counter Fraud","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Counter Fraud","Yorkshire and The Humber","SEO/HEO","25","20","35040","33740"
"In post","2022","60-64","Debt","East Midlands (England)","AA/AO","40","30","22530","21260"
"In post","2022","60-64","Debt","East Midlands (England)","EO","5","5","[c]","[c]"
"In post","2022","60-64","Debt","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Debt","East of England","AA/AO","20","20","23520","23740"
"In post","2022","60-64","Debt","East of England","EO","10","5","[c]","[c]"
"In post","2022","60-64","Debt","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Debt","London","AA/AO","55","45","25910","26400"
"In post","2022","60-64","Debt","London","EO","25","20","31810","31950"
"In post","2022","60-64","Debt","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Debt","London","SEO/HEO","10","5","[c]","[c]"
"In post","2022","60-64","Debt","North East (England)","AA/AO","90","70","21340","21260"
"In post","2022","60-64","Debt","North East (England)","EO","15","10","27310","27570"
"In post","2022","60-64","Debt","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Debt","North West (England)","AA/AO","50","40","21300","21260"
"In post","2022","60-64","Debt","North West (England)","EO","15","10","28000","27570"
"In post","2022","60-64","Debt","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Debt","Scotland","AA/AO","95","75","21560","21260"
"In post","2022","60-64","Debt","Scotland","EO","20","15","27550","27570"
"In post","2022","60-64","Debt","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Debt","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Debt","South East (England)","EO","10","5","[c]","[c]"
"In post","2022","60-64","Debt","South East (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","60-64","Debt","South West (England)","AA/AO","10","10","21300","21260"
"In post","2022","60-64","Debt","South West (England)","EO","5","5","[c]","[c]"
"In post","2022","60-64","Debt","Unknown","AA/AO","15","10","24530","25110"
"In post","2022","60-64","Debt","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Debt","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Debt","Wales","AA/AO","15","15","21500","21260"
"In post","2022","60-64","Debt","Wales","EO","5","5","[c]","[c]"
"In post","2022","60-64","Debt","West Midlands (England)","AA/AO","75","55","21240","21260"
"In post","2022","60-64","Debt","West Midlands (England)","EO","20","10","27570","27570"
"In post","2022","60-64","Debt","West Midlands (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","60-64","Debt","Yorkshire and The Humber","AA/AO","55","45","21080","21260"
"In post","2022","60-64","Debt","Yorkshire and The Humber","EO","20","15","27490","27570"
"In post","2022","60-64","Debt","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Debt","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Digital, Data & Technology","East Midlands (England)","AA/AO","5","5","[c]","[c]"
"In post","2022","60-64","Digital, Data & Technology","East Midlands (England)","EO","5","5","[c]","[c]"
"In post","2022","60-64","Digital, Data & Technology","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Digital, Data & Technology","East Midlands (England)","SEO/HEO","10","10","34590","34010"
"In post","2022","60-64","Digital, Data & Technology","East of England","AA/AO","10","10","[c]","[c]"
"In post","2022","60-64","Digital, Data & Technology","East of England","EO","15","15","28270","27570"
"In post","2022","60-64","Digital, Data & Technology","East of England","G6/G7","10","10","59030","55310"
"In post","2022","60-64","Digital, Data & Technology","East of England","SEO/HEO","40","35","37170","36140"
"In post","2022","60-64","Digital, Data & Technology","London","AA/AO","20","20","25360","24770"
"In post","2022","60-64","Digital, Data & Technology","London","EO","35","35","31290","31060"
"In post","2022","60-64","Digital, Data & Technology","London","G6/G7","65","60","61920","60760"
"In post","2022","60-64","Digital, Data & Technology","London","SCS level","5","5","[c]","[c]"
"In post","2022","60-64","Digital, Data & Technology","London","SEO/HEO","75","70","40480","40170"
"In post","2022","60-64","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Digital, Data & Technology","North East (England)","AA/AO","5","5","[c]","[c]"
"In post","2022","60-64","Digital, Data & Technology","North East (England)","EO","25","20","28050","27570"
"In post","2022","60-64","Digital, Data & Technology","North East (England)","G6/G7","30","25","55870","54110"
"In post","2022","60-64","Digital, Data & Technology","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Digital, Data & Technology","North East (England)","SEO/HEO","65","50","37130","35980"
"In post","2022","60-64","Digital, Data & Technology","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Digital, Data & Technology","North West (England)","EO","45","35","27200","27570"
"In post","2022","60-64","Digital, Data & Technology","North West (England)","G6/G7","45","40","57000","54800"
"In post","2022","60-64","Digital, Data & Technology","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Digital, Data & Technology","North West (England)","SEO/HEO","75","65","37620","36020"
"In post","2022","60-64","Digital, Data & Technology","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Digital, Data & Technology","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Digital, Data & Technology","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Digital, Data & Technology","Scotland","EO","25","20","27320","27570"
"In post","2022","60-64","Digital, Data & Technology","Scotland","G6/G7","10","10","[c]","[c]"
"In post","2022","60-64","Digital, Data & Technology","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Digital, Data & Technology","Scotland","SEO/HEO","20","20","38240","38500"
"In post","2022","60-64","Digital, Data & Technology","South East (England)","AA/AO","5","5","[c]","[c]"
"In post","2022","60-64","Digital, Data & Technology","South East (England)","EO","30","30","28160","27280"
"In post","2022","60-64","Digital, Data & Technology","South East (England)","G6/G7","15","15","56070","56080"
"In post","2022","60-64","Digital, Data & Technology","South East (England)","SEO/HEO","50","50","37190","36460"
"In post","2022","60-64","Digital, Data & Technology","South West (England)","AA/AO","20","20","21960","21380"
"In post","2022","60-64","Digital, Data & Technology","South West (England)","EO","35","30","27220","26930"
"In post","2022","60-64","Digital, Data & Technology","South West (England)","G6/G7","35","35","54230","54190"
"In post","2022","60-64","Digital, Data & Technology","South West (England)","SEO/HEO","130","115","38490","38450"
"In post","2022","60-64","Digital, Data & Technology","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Digital, Data & Technology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Digital, Data & Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Digital, Data & Technology","Wales","AA/AO","5","5","[c]","[c]"
"In post","2022","60-64","Digital, Data & Technology","Wales","EO","20","15","28310","26820"
"In post","2022","60-64","Digital, Data & Technology","Wales","G6/G7","20","20","58200","58740"
"In post","2022","60-64","Digital, Data & Technology","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Digital, Data & Technology","Wales","SEO/HEO","55","50","41440","42230"
"In post","2022","60-64","Digital, Data & Technology","West Midlands (England)","AA/AO","10","10","[c]","[c]"
"In post","2022","60-64","Digital, Data & Technology","West Midlands (England)","EO","15","15","27720","27570"
"In post","2022","60-64","Digital, Data & Technology","West Midlands (England)","G6/G7","15","15","57680","55860"
"In post","2022","60-64","Digital, Data & Technology","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Digital, Data & Technology","West Midlands (England)","SEO/HEO","45","40","36030","34730"
"In post","2022","60-64","Digital, Data & Technology","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Digital, Data & Technology","Yorkshire and The Humber","AA/AO","5","5","[c]","[c]"
"In post","2022","60-64","Digital, Data & Technology","Yorkshire and The Humber","EO","20","15","27370","27190"
"In post","2022","60-64","Digital, Data & Technology","Yorkshire and The Humber","G6/G7","20","20","55390","55210"
"In post","2022","60-64","Digital, Data & Technology","Yorkshire and The Humber","SEO/HEO","35","30","36120","35630"
"In post","2022","60-64","Finance","East Midlands (England)","AA/AO","5","5","[c]","[c]"
"In post","2022","60-64","Finance","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Finance","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Finance","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Finance","East of England","AA/AO","10","5","[c]","[c]"
"In post","2022","60-64","Finance","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Finance","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Finance","East of England","SEO/HEO","15","15","37170","35730"
"In post","2022","60-64","Finance","London","AA/AO","10","10","[c]","[c]"
"In post","2022","60-64","Finance","London","EO","25","25","30430","30370"
"In post","2022","60-64","Finance","London","G6/G7","25","25","62570","63470"
"In post","2022","60-64","Finance","London","SCS level","10","10","[c]","[c]"
"In post","2022","60-64","Finance","London","SEO/HEO","100","90","42160","41040"
"In post","2022","60-64","Finance","North East (England)","AA/AO","10","10","21390","21250"
"In post","2022","60-64","Finance","North East (England)","EO","10","5","[c]","[c]"
"In post","2022","60-64","Finance","North East (England)","G6/G7","5","5","[c]","[c]"
"In post","2022","60-64","Finance","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Finance","North East (England)","SEO/HEO","25","20","36720","35980"
"In post","2022","60-64","Finance","North West (England)","AA/AO","30","25","21390","21260"
"In post","2022","60-64","Finance","North West (England)","EO","15","15","26990","27570"
"In post","2022","60-64","Finance","North West (England)","G6/G7","15","15","56230","55210"
"In post","2022","60-64","Finance","North West (England)","SCS level","[c]","[c]","[c]","[c]"
