"Status","Year","Age","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","20-29","Project Delivery","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Project Delivery","Outside London","HEO","75","[c]","31220","31480"
"New entrant CS","2022","20-29","Project Delivery","Outside London","SEO","30","[c]","38830","40000"
"New entrant CS","2022","20-29","Project Delivery","Outside London","Unknown","15","[c]","30360","29250"
"New entrant CS","2022","20-29","Property","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Property","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Property","London","EO","20","[c]","27790","28500"
"New entrant CS","2022","20-29","Property","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Property","London","HEO","30","[c]","31140","31130"
"New entrant CS","2022","20-29","Property","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Property","Outside London","AA","15","[c]","18960","19010"
"New entrant CS","2022","20-29","Property","Outside London","AO","15","[c]","21410","21750"
"New entrant CS","2022","20-29","Property","Outside London","EO","100","[c]","25370","25000"
"New entrant CS","2022","20-29","Property","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Property","Outside London","HEO","55","[c]","29510","29360"
"New entrant CS","2022","20-29","Property","Outside London","SEO","15","[c]","41020","42000"
"New entrant CS","2022","20-29","Psychology","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Psychology","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Psychology","London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Psychology","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Psychology","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Psychology","Outside London","AO","20","[c]","20400","19780"
"New entrant CS","2022","20-29","Psychology","Outside London","EO","40","[c]","24880","24620"
"New entrant CS","2022","20-29","Psychology","Outside London","HEO","55","[c]","27800","27700"
"New entrant CS","2022","20-29","Psychology","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Psychology","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Psychology","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Science and Engineering","London","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Science and Engineering","London","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Science and Engineering","London","EO","15","[c]","26770","26880"
"New entrant CS","2022","20-29","Science and Engineering","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Science and Engineering","London","HEO","40","[c]","32740","32330"
"New entrant CS","2022","20-29","Science and Engineering","London","SEO","10","[c]","40370","40070"
"New entrant CS","2022","20-29","Science and Engineering","Outside London","AA","50","[c]","17940","17540"
"New entrant CS","2022","20-29","Science and Engineering","Outside London","AO","105","[c]","21770","21430"
"New entrant CS","2022","20-29","Science and Engineering","Outside London","EO","220","[c]","25590","26370"
"New entrant CS","2022","20-29","Science and Engineering","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Science and Engineering","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Science and Engineering","Outside London","HEO","245","[c]","28660","28590"
"New entrant CS","2022","20-29","Science and Engineering","Outside London","SEO","45","[c]","38980","38070"
"New entrant CS","2022","20-29","Science and Engineering","Outside London","Unknown","45","[c]","28670","27540"
"New entrant CS","2022","20-29","Science and Engineering","Overseas","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Science and Engineering","Overseas","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Science and Engineering","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","London","AO","15","[c]","25700","25140"
"New entrant CS","2022","20-29","Security","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","London","HEO","10","[c]","33480","33920"
"New entrant CS","2022","20-29","Security","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","Outside London","AA","60","[c]","23410","23670"
"New entrant CS","2022","20-29","Security","Outside London","AO","120","[c]","24530","23540"
"New entrant CS","2022","20-29","Security","Outside London","EO","10","[c]","25160","24620"
"New entrant CS","2022","20-29","Security","Outside London","HEO","10","[c]","29550","28530"
"New entrant CS","2022","20-29","Security","Outside London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Social Research","London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Social Research","London","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Social Research","London","EO","25","[c]","33060","33650"
"New entrant CS","2022","20-29","Social Research","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Social Research","London","HEO","30","[c]","34980","34700"
"New entrant CS","2022","20-29","Social Research","London","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Social Research","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Social Research","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Social Research","Outside London","EO","10","[c]","27280","28270"
"New entrant CS","2022","20-29","Social Research","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Social Research","Outside London","HEO","95","[c]","30900","30710"
"New entrant CS","2022","20-29","Social Research","Outside London","SEO","10","[c]","38940","38340"
"New entrant CS","2022","20-29","Statistics","London","AA","35","[c]","22450","22460"
"New entrant CS","2022","20-29","Statistics","London","AO","10","[c]","24250","24900"
"New entrant CS","2022","20-29","Statistics","London","EO","35","[c]","28750","28310"
"New entrant CS","2022","20-29","Statistics","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Statistics","London","HEO","45","[c]","35380","35490"
"New entrant CS","2022","20-29","Statistics","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Statistics","Outside London","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Statistics","Outside London","AO","15","[c]","20740","21170"
"New entrant CS","2022","20-29","Statistics","Outside London","EO","40","[c]","25700","25860"
"New entrant CS","2022","20-29","Statistics","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Statistics","Outside London","HEO","70","[c]","31620","30850"
"New entrant CS","2022","20-29","Statistics","Outside London","SEO","10","[c]","39250","38340"
"New entrant CS","2022","20-29","Tax","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Tax","London","EO","50","[c]","30750","30750"
"New entrant CS","2022","20-29","Tax","London","HEO","50","[c]","37620","37610"
"New entrant CS","2022","20-29","Tax","Outside London","AO","350","[c]","21250","21250"
"New entrant CS","2022","20-29","Tax","Outside London","EO","460","[c]","26460","26590"
"New entrant CS","2022","20-29","Tax","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Tax","Outside London","HEO","215","[c]","33010","33080"
"New entrant CS","2022","20-29","Tax","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","London","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","London","AO","95","[c]","22170","24490"
"New entrant CS","2022","20-29","Unknown","London","EO","205","[c]","28010","27500"
"New entrant CS","2022","20-29","Unknown","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","London","G7","45","[c]","55600","54700"
"New entrant CS","2022","20-29","Unknown","London","HEO","490","[c]","29610","28000"
"New entrant CS","2022","20-29","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","London","SEO","45","[c]","41110","42360"
"New entrant CS","2022","20-29","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Outside London","AA","315","[c]","21110","21050"
"New entrant CS","2022","20-29","Unknown","Outside London","AO","730","[c]","22020","21260"
"New entrant CS","2022","20-29","Unknown","Outside London","EO","655","[c]","26920","27230"
"New entrant CS","2022","20-29","Unknown","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Outside London","G7","35","[c]","52590","49860"
"New entrant CS","2022","20-29","Unknown","Outside London","HEO","435","[c]","30920","31540"
"New entrant CS","2022","20-29","Unknown","Outside London","SEO","90","[c]","39770","39660"
"New entrant CS","2022","20-29","Unknown","Outside London","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Unknown","AO","15","[c]","20720","21050"
"New entrant CS","2022","20-29","Unknown","Unknown","EO","20","[c]","26650","27500"
"New entrant CS","2022","20-29","Unknown","Unknown","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Unknown","HEO","75","[c]","29190","28000"
"New entrant CS","2022","20-29","Unknown","Unknown","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Unknown","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Veterinarian","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Veterinarian","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Veterinarian","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Veterinarian","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","London","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","London","HEO","10","[c]","33980","33750"
"New entrant CS","2022","30-39","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","London","SEO","20","[c]","41690","40650"
"New entrant CS","2022","30-39","Commercial","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Outside London","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Outside London","EO","40","[c]","25480","25320"
"New entrant CS","2022","30-39","Commercial","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Outside London","HEO","60","[c]","31280","30450"
"New entrant CS","2022","30-39","Commercial","Outside London","SEO","50","[c]","38500","37080"
"New entrant CS","2022","30-39","Commercial","Outside London","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Overseas","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Commercial","Unknown","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","London","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","London","G7","15","[c]","54060","53360"
"New entrant CS","2022","30-39","Communications","London","HEO","30","[c]","35660","35560"
"New entrant CS","2022","30-39","Communications","London","SEO","20","[c]","42160","42460"
"New entrant CS","2022","30-39","Communications","Outside London","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Outside London","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Communications","Outside London","HEO","30","[c]","31260","30730"
"New entrant CS","2022","30-39","Communications","Outside London","SEO","20","[c]","38720","38000"
"New entrant CS","2022","30-39","Communications","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Corporate Finance","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Corporate Finance","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Corporate Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Corporate Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Corporate Finance","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","London","AO","10","[c]","25110","25110"
"New entrant CS","2022","30-39","Counter Fraud","London","EO","10","[c]","30560","31060"
"New entrant CS","2022","30-39","Counter Fraud","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","Outside London","AO","60","[c]","22110","21260"
"New entrant CS","2022","30-39","Counter Fraud","Outside London","EO","105","[c]","27510","27570"
"New entrant CS","2022","30-39","Counter Fraud","Outside London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data and Technology","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data and Technology","London","EO","25","[c]","28760","28650"
"New entrant CS","2022","30-39","Digital, Data and Technology","London","G6","10","[c]","72450","72780"
"New entrant CS","2022","30-39","Digital, Data and Technology","London","G7","70","[c]","58440","58130"
"New entrant CS","2022","30-39","Digital, Data and Technology","London","HEO","40","[c]","34270","34490"
"New entrant CS","2022","30-39","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data and Technology","London","SEO","55","[c]","42670","41950"
"New entrant CS","2022","30-39","Digital, Data and Technology","Outside London","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data and Technology","Outside London","AO","35","[c]","21130","21210"
"New entrant CS","2022","30-39","Digital, Data and Technology","Outside London","EO","110","[c]","26260","26130"
"New entrant CS","2022","30-39","Digital, Data and Technology","Outside London","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data and Technology","Outside London","G7","150","[c]","52290","50500"
"New entrant CS","2022","30-39","Digital, Data and Technology","Outside London","HEO","165","[c]","32240","33000"
"New entrant CS","2022","30-39","Digital, Data and Technology","Outside London","SEO","155","[c]","38630","37960"
"New entrant CS","2022","30-39","Digital, Data and Technology","Outside London","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data and Technology","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Economics","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Economics","London","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Economics","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Economics","London","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Economics","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Economics","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Economics","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Economics","Outside London","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Economics","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Economics","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","London","EO","15","[c]","29060","29350"
"New entrant CS","2022","30-39","Finance","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","London","G7","15","[c]","57500","56800"
"New entrant CS","2022","30-39","Finance","London","HEO","20","[c]","33790","33000"
"New entrant CS","2022","30-39","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","London","SEO","30","[c]","42850","43430"
"New entrant CS","2022","30-39","Finance","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Outside London","AO","30","[c]","21040","21250"
"New entrant CS","2022","30-39","Finance","Outside London","EO","50","[c]","25260","25120"
"New entrant CS","2022","30-39","Finance","Outside London","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Outside London","G7","35","[c]","52750","53250"
"New entrant CS","2022","30-39","Finance","Outside London","HEO","50","[c]","31770","32230"
"New entrant CS","2022","30-39","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Outside London","SEO","75","[c]","39520","38410"
"New entrant CS","2022","30-39","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Geography","Outside London","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Geography","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Geography","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Geography","Outside London","HEO","10","[c]","33130","33000"
"New entrant CS","2022","30-39","Geography","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Geography","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","London","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","London","EO","25","[c]","27490","27200"
"New entrant CS","2022","30-39","Human Resources","London","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","London","G7","10","[c]","55410","55280"
"New entrant CS","2022","30-39","Human Resources","London","HEO","25","[c]","33760","34260"
"New entrant CS","2022","30-39","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","London","SEO","10","[c]","42130","41710"
"New entrant CS","2022","30-39","Human Resources","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Outside London","AO","40","[c]","21390","21170"
"New entrant CS","2022","30-39","Human Resources","Outside London","EO","50","[c]","25680","26130"
"New entrant CS","2022","30-39","Human Resources","Outside London","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Outside London","G7","25","[c]","51950","49960"
"New entrant CS","2022","30-39","Human Resources","Outside London","HEO","50","[c]","31470","30730"
"New entrant CS","2022","30-39","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Outside London","SEO","30","[c]","38810","38650"
"New entrant CS","2022","30-39","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Inspector of Education and Training","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Inspector of Education and Training","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Inspector of Education and Training","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Inspector of Education and Training","Outside London","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Inspector of Education and Training","Outside London","SEO","25","[c]","48320","46360"
"New entrant CS","2022","30-39","Intelligence Analysis","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Intelligence Analysis","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Intelligence Analysis","London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Intelligence Analysis","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Intelligence Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Intelligence Analysis","Outside London","EO","20","[c]","25610","26100"
"New entrant CS","2022","30-39","Intelligence Analysis","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Intelligence Analysis","Outside London","HEO","15","[c]","31580","33080"
"New entrant CS","2022","30-39","Intelligence Analysis","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","Outside London","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","International Trade","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","International Trade","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","International Trade","London","HEO","10","[c]","31290","31800"
"New entrant CS","2022","30-39","International Trade","London","SEO","10","[c]","40620","39380"
"New entrant CS","2022","30-39","International Trade","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","International Trade","Outside London","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","International Trade","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","London","HEO","10","[c]","31380","29520"
"New entrant CS","2022","30-39","Knowledge and Information Management","London","SEO","10","[c]","39610","38200"
"New entrant CS","2022","30-39","Knowledge and Information Management","Outside London","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","Outside London","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","Outside London","HEO","10","[c]","31120","30730"
"New entrant CS","2022","30-39","Knowledge and Information Management","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","London","EO","20","[c]","29920","29280"
"New entrant CS","2022","30-39","Legal","London","G6","10","[c]","69150","66920"
"New entrant CS","2022","30-39","Legal","London","G7","95","[c]","53280","50500"
"New entrant CS","2022","30-39","Legal","London","HEO","35","[c]","39490","40000"
"New entrant CS","2022","30-39","Legal","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","Outside London","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","Outside London","EO","20","[c]","27020","26590"
"New entrant CS","2022","30-39","Legal","Outside London","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","Outside London","G7","65","[c]","50750","51380"
"New entrant CS","2022","30-39","Legal","Outside London","HEO","40","[c]","36170","38000"
"New entrant CS","2022","30-39","Legal","Outside London","SEO","35","[c]","40830","41750"
"New entrant CS","2022","30-39","Medicine","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Medicine","London","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Medicine","London","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Medicine","London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Medicine","Outside London","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Medicine","Outside London","AO","20","[c]","22640","22190"
"New entrant CS","2022","30-39","Medicine","Outside London","EO","10","[c]","31670","31530"
"New entrant CS","2022","30-39","Medicine","Outside London","G6","15","[c]","76580","76700"
"New entrant CS","2022","30-39","Medicine","Outside London","G7","15","[c]","57270","51380"
"New entrant CS","2022","30-39","Medicine","Outside London","HEO","25","[c]","35440","34170"
"New entrant CS","2022","30-39","Medicine","Outside London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Medicine","Outside London","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Medicine","Overseas","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Medicine","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Medicine","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Medicine","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Medicine","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","London","AA","35","[c]","23790","24080"
"New entrant CS","2022","30-39","Operational Delivery","London","AO","220","[c]","27260","26800"
"New entrant CS","2022","30-39","Operational Delivery","London","EO","340","[c]","30070","31060"
"New entrant CS","2022","30-39","Operational Delivery","London","G6","20","[c]","65280","65310"
"New entrant CS","2022","30-39","Operational Delivery","London","G7","55","[c]","53930","53360"
"New entrant CS","2022","30-39","Operational Delivery","London","HEO","120","[c]","34030","32940"
"New entrant CS","2022","30-39","Operational Delivery","London","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","London","SEO","100","[c]","40830","40650"
"New entrant CS","2022","30-39","Operational Delivery","London","Unknown","205","[c]","31950","28690"
"New entrant CS","2022","30-39","Operational Delivery","Outside London","AA","375","[c]","20450","20890"
"New entrant CS","2022","30-39","Operational Delivery","Outside London","AO","3175","[c]","22260","21260"
"New entrant CS","2022","30-39","Operational Delivery","Outside London","EO","1675","[c]","26890","27570"
"New entrant CS","2022","30-39","Operational Delivery","Outside London","G6","10","[c]","68530","63260"
"New entrant CS","2022","30-39","Operational Delivery","Outside London","G7","70","[c]","50950","49960"
"New entrant CS","2022","30-39","Operational Delivery","Outside London","HEO","305","[c]","32000","31920"
"New entrant CS","2022","30-39","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Outside London","SEO","175","[c]","39160","38000"
"New entrant CS","2022","30-39","Operational Delivery","Outside London","Unknown","1595","[c]","26350","24800"
"New entrant CS","2022","30-39","Operational Delivery","Overseas","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Unknown","AO","20","[c]","22160","21260"
"New entrant CS","2022","30-39","Operational Delivery","Unknown","EO","10","[c]","28940","28430"
"New entrant CS","2022","30-39","Operational Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
